cumulative_fatalities_upper_bound,hospitalizations_lower_bound,icu_num,cumulative_cases_num,cases_lower_bound,current_hospitalizations_lower_bound,icu_upper_bound,location_id,intervention_date_id,current_icu_lower_bound,hospitalizations_num,fatalities_lower_bound,hospitalizations_upper_bound,current_icu_upper_bound,cases_num,portfolio_id,data_type,current_hospitalizations_num,cases_upper_bound,cumulative_fatalities_lower_bound,cumulative_cases_lower_bound,current_icu_num,fatalities_upper_bound,fatalities_num,icu_lower_bound,intervention_length,intervention_level,current_hospitalizations_upper_bound,future_scenario_id,cumulative_cases_upper_bound,cumulative_fatalities_num,date_str,date,scenario
714.03,0.31,4.58,8577.3,1.38,6.5,10.32,33,1,2.28,19.1,0.09,44.02,87.85,77.61,1,,210.35,147.22,172.88,2877.62,33.63,5.02,1.34,0.11,30,0,488.87,1,12739.13,358.03,,2020-06-20,0-1
719.07,0.31,4.61,8655.08,1.35,6.24,10.42,33,1,2.16,19.25,0.08,44.6,87.58,77.95,1,,211.3,147.91,173.72,2878.98,33.59,5.04,1.34,0.11,30,0,493.65,1,12886.69,359.37,,2020-06-21,0-1
724.14,0.3,4.63,8733.2,1.33,6,10.53,33,1,2.04,19.38,0.08,45.12,87.37,78.29,1,,212.31,148.59,174.56,2880.33,33.58,5.06,1.34,0.1,30,0,498.59,1,13034.95,360.72,,2020-06-22,0-1
729.23,0.3,4.66,8811.66,1.31,5.78,10.65,33,1,1.94,19.52,0.07,45.65,87.22,78.63,1,,213.37,149.27,175.4,2881.65,33.59,5.09,1.34,0.1,30,0,503.66,1,13183.88,362.07,,2020-06-23,0-1
734.35,0.3,4.69,8890.46,1.29,5.57,10.76,33,1,1.84,19.66,0.07,46.17,87.12,78.97,1,,214.49,149.94,176.25,2882.95,33.61,5.12,1.35,0.1,30,0,508.86,1,13333.48,363.42,,2020-06-24,0-1
739.5,0.29,4.71,8969.59,1.27,5.38,10.87,33,1,1.75,19.79,0.07,46.7,87.07,79.3,1,,215.65,150.6,177.1,2884.24,33.66,5.16,1.35,0.09,30,0,514.16,1,13483.75,364.78,,2020-06-25,0-1
744.7,0.29,4.74,9049.06,1.25,5.2,10.99,33,1,1.66,19.93,0.06,47.22,87.07,79.63,1,,216.86,151.26,177.96,2885.5,33.73,5.2,1.36,0.09,30,0,519.58,1,13634.68,366.15,,2020-06-26,0-1
749.93,0.28,4.77,9128.86,1.23,5.03,11.11,33,1,1.59,20.06,0.06,47.75,87.1,79.96,1,,218.1,151.91,178.81,2886.74,33.8,5.24,1.36,0.09,30,0,525.09,1,13786.27,367.51,,2020-06-27,0-1
755.21,0.28,4.8,9208.98,1.21,4.87,11.23,33,1,1.51,20.19,0.06,48.28,87.18,80.29,1,,219.37,152.55,179.68,2887.96,33.9,5.28,1.37,0.09,30,0,530.69,1,13938.5,368.89,,2020-06-28,0-1
760.53,0.27,4.83,9289.44,1.19,4.72,11.35,33,1,1.44,20.33,0.06,48.82,87.3,80.61,1,,220.68,153.19,180.54,2889.17,34.01,5.33,1.38,0.09,30,0,536.38,1,14091.37,370.27,,2020-06-29,0-1
765.9,0.27,4.86,9370.21,1.18,4.58,11.48,33,1,1.38,20.46,0.05,49.35,87.45,80.94,1,,222.01,153.82,181.42,2890.35,34.12,5.38,1.38,0.08,30,0,542.15,1,14244.87,371.66,,2020-06-30,0-1
771.32,0.27,4.89,9451.31,1.16,4.45,11.6,33,1,1.32,20.59,0.05,49.89,87.63,81.26,1,,223.37,154.45,182.29,2891.52,34.25,5.43,1.39,0.08,30,0,547.99,1,14399.02,373.05,,2020-07-01,0-1
776.8,0.26,4.92,9532.8,1.15,4.33,11.73,33,1,1.27,20.73,0.05,50.44,87.83,81.8,1,,224.76,155.07,183.17,2892.67,34.4,5.48,1.4,0.08,30,0,553.91,1,14553.77,374.45,,2020-07-02,0-1
782.32,0.26,4.95,9615.22,1.16,4.21,11.86,33,1,1.22,20.91,0.05,51.11,88.07,83.12,1,,226.18,155.68,184.05,2893.82,34.55,5.54,1.4,0.08,30,0,559.95,1,14709.15,375.86,,2020-07-03,0-1
787.91,0.26,4.98,9699.42,1.19,4.1,12,33,1,1.17,21.19,0.05,52.06,88.33,85.41,1,,227.72,156.29,184.94,2894.99,34.7,5.6,1.41,0.08,30,0,566.29,1,14865.14,377.28,,2020-07-04,0-1
793.56,0.26,5.02,9786.32,1.24,4,12.15,33,1,1.12,21.64,0.04,53.47,88.62,88.47,1,,229.49,156.89,185.83,2896.2,34.88,5.65,1.42,0.07,30,0,573.25,1,15021.73,378.71,,2020-07-05,0-1
799.26,0.26,5.07,9876.53,1.31,3.91,12.32,33,1,1.08,22.29,0.04,55.63,89.01,91.99,1,,231.63,157.49,186.72,2897.47,35.07,5.72,1.43,0.07,30,0,581.16,1,15178.92,380.14,,2020-07-06,0-1
805.04,0.26,5.14,9970.5,1.39,3.83,12.53,33,1,1.04,23.12,0.04,57.51,89.84,95.99,1,,234.31,158.08,187.62,2898.82,35.29,5.78,1.44,0.07,30,0,590.58,1,15336.71,381.59,,2020-07-07,0-1
810.88,0.27,5.22,10068.64,1.49,3.76,12.77,33,1,1,24.12,0.04,60.27,90.74,100.34,1,,237.66,158.67,188.53,2900.27,35.54,5.85,1.45,0.07,30,0,601.69,1,15495.09,383.05,,2020-07-08,0-1
816.79,0.28,5.31,10171.29,1.6,3.7,13.07,33,1,0.97,25.3,0.04,63.5,91.7,104.93,1,,241.82,160.94,189.44,2901.81,35.85,5.93,1.47,0.07,30,0,614.86,1,15654.04,384.52,,2020-07-09,0-1
822.79,0.29,5.44,10278.46,1.72,3.66,13.42,33,1,0.94,26.67,0.04,67.17,92.76,109.44,1,,246.89,161.94,190.37,2903.48,36.22,6.01,1.49,0.07,30,0,630.38,1,15813.58,386.01,,2020-07-10,0-1
828.86,0.3,5.58,10390.28,1.86,3.63,13.83,33,1,0.91,28.21,0.04,71.28,93.92,114.26,1,,252.95,162.51,190.46,2905.26,36.66,6.09,1.51,0.07,30,0,648.49,1,15973.69,387.52,,2020-07-11,0-1
835.03,0.31,5.76,10507.07,2,3.62,14.3,33,1,0.89,29.91,0.04,75.83,95.21,119.35,1,,260.1,163.06,190.5,2907.19,37.19,6.19,1.53,0.07,30,0,669.46,1,16134.36,389.05,,2020-07-12,0-1
841.31,0.33,5.96,10628.96,2.15,3.63,14.84,33,1,0.87,31.78,0.04,80.82,96.65,124.43,1,,268.41,163.62,190.54,2909.27,37.83,6.29,1.56,0.07,30,0,693.49,1,16295.6,390.61,,2020-07-13,0-1
847.69,0.35,6.19,10755.86,2.32,3.65,15.45,33,1,0.85,33.82,0.03,86.27,98.26,129.2,1,,277.93,164.17,190.57,2911.5,38.58,6.41,1.59,0.07,30,0,720.8,1,16457.39,392.2,,2020-07-14,0-1
854.2,0.37,6.45,10886.78,2.5,3.69,16.14,33,1,0.83,36.04,0.03,92.19,100.06,132.54,1,,288.75,164.92,190.61,2913.91,39.46,6.54,1.63,0.07,30,0,751.59,1,16619.73,393.83,,2020-07-15,0-1
860.85,0.4,6.74,11020.85,2.69,3.75,16.92,33,1,0.82,38.43,0.03,98.58,102.07,135.49,1,,300.92,165.45,190.64,2916.5,40.48,6.68,1.67,0.08,30,0,786.05,1,16782.62,395.49,,2020-07-16,0-1
867.66,0.43,7.06,11157.72,2.9,3.84,17.77,33,1,0.81,40.98,0.03,105.48,104.32,138.25,1,,314.5,165.99,190.68,2919.3,41.65,6.84,1.71,0.08,30,0,824.39,1,16946.05,397.21,,2020-07-17,0-1
874.63,0.46,7.42,11297.22,3.13,3.94,18.72,33,1,0.8,43.69,0.03,112.91,106.84,140.75,1,,329.52,166.51,190.71,2922.32,42.98,7.01,1.77,0.08,30,0,866.81,1,17110.01,398.97,,2020-07-18,0-1
881.79,0.49,7.81,11439.17,3.38,4.06,19.76,33,1,0.8,46.59,0.03,120.87,109.64,143.07,1,,346.05,167.03,190.74,2925.57,44.48,7.21,1.83,0.08,30,0,913.52,1,17274.5,400.8,,2020-07-19,0-1
889.17,0.52,8.24,11583.29,3.64,4.21,20.9,33,1,0.8,49.69,0.03,129.38,112.75,145,1,,364.13,167.55,190.78,2929.08,46.16,7.42,1.89,0.09,30,0,964.73,1,17439.52,402.69,,2020-07-20,0-1
896.77,0.56,8.71,11728.94,3.93,4.38,22.14,33,1,0.81,53,0.03,138.47,116.19,146.29,1,,383.85,168.06,190.81,2932.87,48.04,7.66,1.97,0.09,30,0,1020.63,1,17605.06,404.65,,2020-07-21,0-1
904.63,0.6,9.21,11875.86,4.24,4.58,23.49,33,1,0.81,56.52,0.03,148.15,119.98,147.56,1,,405.27,168.57,190.84,2936.95,50.11,7.92,2.05,0.1,30,0,1081.45,1,17771.11,406.7,,2020-07-22,0-1
912.76,0.65,9.76,12024.08,4.58,4.8,24.95,33,1,0.83,60.29,0.03,158.41,124.98,148.89,1,,428.48,169.07,190.88,2941.36,52.4,8.2,2.14,0.1,30,0,1147.36,1,17937.68,408.83,,2020-07-23,0-1
921.2,0.7,10.34,12173.66,4.94,5.06,26.52,33,1,0.84,64.3,0.04,169.25,131.6,150.29,1,,453.58,169.57,190.91,2946.12,54.92,8.51,2.24,0.11,30,0,1218.56,1,18104.75,411.06,,2020-07-24,0-1
929.97,0.75,10.98,12324.68,5.34,5.34,28.21,33,1,0.86,68.59,0.04,180.64,138.83,151.74,1,,480.66,170.06,190.95,2951.26,57.66,8.85,2.34,0.12,30,0,1295.18,1,18272.32,413.4,,2020-07-25,0-1
939.11,0.81,11.66,12477.14,5.76,5.65,30.01,33,1,0.89,73.09,0.04,191.08,146.69,153.31,1,,509.8,176.81,190.99,2956.81,60.66,9.22,2.46,0.12,30,0,1376.84,1,18443.12,415.85,,2020-07-26,0-1
948.64,0.87,12.38,12631.33,6.22,5.99,31.89,33,1,0.92,77.94,0.04,203.17,155.18,155.09,1,,541.08,191.11,191.03,2962.8,63.91,9.62,2.59,0.13,30,0,1463.04,1,18626.72,418.43,,2020-07-27,0-1
958.61,0.94,13.16,12787.31,6.72,6.38,33.89,33,1,0.96,83.1,0.04,215.65,164.31,156.88,1,,574.67,204.84,191.07,2969.26,67.44,10.06,2.72,0.14,30,0,1554.72,1,18824.67,421.15,,2020-07-28,0-1
969.04,1.02,14,12945.08,7.26,6.79,35.99,33,1,1,88.48,0.04,226.94,174.09,158.67,1,,610.64,217.55,191.11,2976.25,71.25,10.53,2.87,0.15,30,0,1651.05,1,19035.97,424.03,,2020-07-29,0-1
979.98,1.1,14.89,13104.43,7.84,7.25,38.13,33,1,1.04,94.08,0.04,236.69,184.5,159.87,1,,649,228.49,191.15,2983.79,75.36,11.04,3.03,0.16,30,0,1750.37,1,19259.15,427.06,,2020-07-30,0-1
991.46,1.18,15.83,13264.77,8.46,7.75,40.26,33,1,1.1,99.66,0.05,243.78,195.46,160.81,1,,689.67,236.65,191.2,2991.94,79.78,11.58,3.2,0.17,30,0,1850.4,1,19491.96,430.29,,2020-07-31,0-1
1003.54,1.28,16.81,13426.31,9.14,8.3,42.31,33,1,1.15,105.37,0.05,247.4,206.87,162.39,1,,732.47,241.2,191.25,3000.74,84.52,12.16,3.39,0.19,30,0,1948.08,1,19731.18,433.71,,2020-08-01,0-1
1016.27,1.38,17.85,13589.44,9.87,8.9,44.2,33,1,1.22,111.32,0.05,247.44,218.54,163.86,1,,777.41,242.06,191.3,3010.24,89.57,12.77,3.59,0.2,30,0,2040.1,1,19973.1,437.35,,2020-08-02,0-1
1029.69,1.49,18.93,13753.94,10.67,9.55,45.85,33,1,1.29,117.38,0.05,244.82,230.26,165.12,1,,824.49,240.14,191.35,3020.51,94.94,13.42,3.8,0.21,30,0,2123.73,1,20214.43,441.23,,2020-08-03,0-1
1043.88,1.61,20.05,13919.63,11.52,10.26,47.24,33,1,1.37,123.54,0.06,240.95,241.77,166.22,1,,873.63,236.88,191.41,3031.59,100.63,14.1,4.03,0.23,30,0,2197.66,1,20453.06,445.38,,2020-08-04,0-1
1058.9,1.74,21.21,14086.75,12.44,11.03,48.36,33,1,1.46,129.69,0.06,237.03,252.86,168.12,1,,924.66,233.5,191.47,3043.57,106.64,14.83,4.28,0.25,30,0,2261.96,1,20688.28,449.82,,2020-08-05,0-1
1074.83,1.87,22.41,14255.93,13.44,11.86,49.26,33,1,1.56,136.27,0.07,236.47,263.37,170.37,1,,977.62,230.63,191.53,3056.5,112.95,15.59,4.54,0.27,30,0,2317.65,1,20920.31,454.58,,2020-08-06,0-1
1091.75,2.02,23.65,14428.13,14.52,12.77,50.34,33,1,1.66,142.79,0.07,247.57,273.16,174.11,1,,1032.59,241.1,191.6,3070.48,119.57,16.39,4.82,0.29,30,0,2366.06,1,21149.8,459.68,,2020-08-07,0-1
1109.73,2.19,24.93,14604.19,15.68,13.75,52.98,33,1,1.78,149.6,0.08,258.28,282.16,178.02,1,,1089.44,252.51,191.67,3085.57,126.48,17.21,5.12,0.31,30,0,2408.49,1,21377.46,465.16,,2020-08-08,0-1
1128.83,2.36,26.23,14784.5,16.93,14.81,55.61,33,1,1.9,156.31,0.08,268.29,290.36,182.63,1,,1148.11,263.16,191.75,3101.86,133.68,18.05,5.43,0.34,30,0,2446.05,1,21603.88,471.04,,2020-08-09,0-1
1149.1,2.55,27.56,14969.29,18.29,15.96,58.2,33,1,2.04,162.91,0.09,277.27,297.75,186.81,1,,1208.35,272.71,191.84,3119.47,141.15,18.9,5.77,0.36,30,0,2479.6,1,21829.52,477.36,,2020-08-10,0-1
1170.56,2.75,28.89,15157.91,19.75,17.21,60.69,33,1,2.19,169.08,0.09,284.86,304.35,190.34,1,,1269.77,280.81,191.93,3138.48,148.87,19.75,6.14,0.39,30,0,2509.84,1,22054.7,484.18,,2020-08-11,0-1
1193.22,2.97,30.21,15349.68,21.33,18.56,63.01,33,1,2.35,174.65,0.1,290.76,310.23,193.05,1,,1331.75,287.16,192.02,3159.02,156.79,20.58,6.52,0.42,30,0,2537.27,1,22279.64,491.52,,2020-08-12,0-1
1217.06,3.21,31.5,15543.69,23.04,20.02,65.1,33,1,2.53,179.45,0.11,294.84,315.41,194.8,1,,1393.58,291.66,192.13,3181.19,164.85,21.37,6.92,0.45,30,0,2562.33,1,22504.48,499.46,,2020-08-13,0-1
1242.05,3.47,32.73,15739.15,24.88,21.6,66.91,33,1,2.72,183.28,0.11,297.23,323.69,196.27,1,,1454.45,294.41,192.24,3205.14,173.01,22.13,7.35,0.49,30,0,2585.31,1,22729.31,508.04,,2020-08-14,0-1
1268.14,3.74,33.9,15936.09,26.87,23.3,68.41,33,1,2.93,186.72,0.12,298.28,334.45,197.55,1,,1513.64,295.78,192.36,3231.01,181.18,22.83,7.79,0.53,30,0,2606.47,1,22954.2,517.31,,2020-08-15,0-1
1295.3,4.04,35.01,16134.04,29.02,25.15,69.59,33,1,3.16,189.79,0.13,298.44,343.99,198.24,1,,1571.03,296.22,192.49,3258.94,189.29,23.48,8.24,0.57,30,0,2626.01,1,23179.15,527.34,,2020-08-16,0-1
1323.45,4.37,36.06,16332.47,31.33,27.14,70.48,33,1,3.4,192.59,0.14,298.14,352.28,198.67,1,,1626.45,296.17,192.63,3289.1,197.3,24.08,8.7,0.62,30,0,2644.07,1,23404.17,538.14,,2020-08-17,0-1
1352.55,4.72,37.06,16531.41,33.83,29.29,71.13,33,1,3.66,195.25,0.15,297.68,359.37,199.27,1,,1679.83,295.92,192.78,3321.66,205.15,24.62,9.17,0.67,30,0,2660.79,1,23629.27,549.77,,2020-08-18,0-1
1382.52,5.09,38.01,16731.05,36.52,31.62,71.59,33,1,3.95,197.81,0.17,297.22,365.36,199.97,1,,1731.24,295.66,192.94,3356.82,212.83,25.11,9.63,0.72,30,0,2676.28,1,23854.42,562.23,,2020-08-19,0-1
1413.32,5.5,38.93,16931.55,39.43,34.14,71.91,33,1,4.26,200.23,0.18,296.83,370.38,201,1,,1780.71,295.43,193.11,3394.78,220.3,25.55,10.09,0.78,30,0,2690.61,1,24079.61,575.55,,2020-08-20,0-1
1444.89,5.94,39.8,17133.41,42.57,36.85,72.15,33,1,4.59,202.42,0.19,296.51,374.58,202.79,1,,1828.19,295.26,193.3,3435.76,227.56,25.97,10.55,0.84,30,0,2703.87,1,24304.8,589.75,,2020-08-21,0-1
1477.17,6.41,40.65,17337.17,45.95,39.79,72.33,33,1,4.96,205.01,0.21,296.24,378.07,204.68,1,,1873.87,295.13,193.5,3480,234.6,26.85,10.99,0.91,30,0,2716.11,1,24529.97,604.82,,2020-08-22,0-1
1510.11,6.92,41.47,17542.81,49.6,42.95,72.47,33,1,5.35,207.49,0.22,295.99,380.99,206.72,1,,1918.11,295,193.72,3527.75,241.41,27.63,11.43,0.98,30,0,2727.39,1,24755.09,620.77,,2020-08-23,0-1
1543.67,7.47,42.28,17750.76,53.53,46.37,72.58,33,1,5.77,209.96,0.24,295.74,383.42,209.22,1,,1960.93,294.85,193.96,3579.29,248.02,28.33,11.87,1.06,30,0,2737.75,1,24980.12,637.6,,2020-08-24,0-1
1577.78,8.07,43.06,17961.32,57.76,50.06,72.68,33,1,6.23,212.36,0.26,295.47,385.46,211.99,1,,2002.39,294.67,194.21,3634.91,254.42,28.93,12.29,1.14,30,0,2747.24,1,25205.05,655.3,,2020-08-25,0-1
1612.42,8.71,43.83,18174.71,62.33,54.05,72.77,33,1,6.72,214.49,0.28,295.16,387.18,214.73,1,,2042.44,294.45,194.49,3694.93,260.63,29.47,12.7,1.23,30,0,2755.89,1,25429.82,673.86,,2020-08-26,0-1
1647.52,9.4,44.57,18390.64,67.25,58.34,72.85,33,1,7.25,216.24,0.3,294.8,388.64,217.05,1,,2080.87,294.16,194.79,3759.69,266.63,29.94,13.1,1.33,30,0,2763.73,1,25654.42,693.28,,2020-08-27,0-1
1683.06,10.14,45.26,18608.62,72.55,62.98,72.91,33,1,7.83,217.49,0.33,294.37,389.87,218.83,1,,2117.38,293.81,195.11,3829.55,272.43,30.36,13.49,1.43,30,0,2770.79,1,25878.8,713.54,,2020-08-28,0-1
1718.99,10.94,45.91,18828.09,78.25,67.99,72.96,33,1,8.45,218.16,0.35,293.89,390.93,220.02,1,,2151.59,293.38,195.45,3904.92,278.01,30.74,13.87,1.55,30,0,2777.1,1,26102.94,734.65,,2020-08-29,0-1
1755.26,11.81,46.48,19048.48,84.4,73.38,73,33,1,9.12,218.3,0.38,293.32,391.83,220.67,1,,2183.17,292.87,195.82,3986.21,283.33,31.07,14.25,1.67,30,0,2782.68,1,26326.8,756.59,,2020-08-30,0-1
1791.85,12.74,46.97,19269.31,91.01,79.21,73.02,33,1,9.85,218.04,0.41,292.68,392.6,220.91,1,,2211.87,292.27,196.23,4073.87,288.37,31.36,14.62,1.8,30,0,2787.56,1,26550.35,779.37,,2020-08-31,0-1
1828.71,13.74,47.37,19490.22,98.12,85.48,73.03,33,1,10.63,217.52,0.45,295.45,393.27,220.88,1,,2237.62,294.45,196.66,4168.39,293.07,31.63,14.99,1.95,30,0,2791.74,1,26773.57,802.97,,2020-09-01,0-1
0,0,0,0,0,0,0,33,1,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,30,1,0,2,0,0,,2020-03-01,1-1
0,0.17,0,9.47,8.53,0.07,0.01,33,1,0,0.45,0,1.16,0,12.48,2,,0.16,13.04,0,5.07,0,0,0,0,30,1,0.26,2,11.91,0,,2020-03-02,1-1
0.01,0.65,0.03,23.11,14.38,0.44,0.05,33,1,0.01,1.48,0,3.52,0.02,14.66,2,,1,15.06,0,17.13,0.01,0.01,0,0.01,30,1,1.61,2,25.85,0,,2020-03-03,1-1
0.02,0.85,0.08,38.69,16.04,1.38,0.14,33,1,0.03,3.38,0,12.15,0.1,16.47,2,,2.98,17.06,0,32.57,0.06,0.02,0.01,0.04,30,1,5.33,2,41.73,0.01,,2020-03-04,1-1
0.05,0,0.18,56.06,17.7,3.13,0.3,33,1,0.07,5.09,0.01,11.11,0.27,18.26,2,,6.82,19.04,0.01,49.63,0.17,0.03,0.02,0.08,30,1,12.01,2,59.53,0.03,,2020-03-05,1-1
0.12,3.88,0.34,75.21,19.34,5.92,0.55,33,1,0.17,8.05,0.01,14.74,0.61,20.04,2,,12.78,21,0.02,68.4,0.38,0.06,0.04,0.15,30,1,22.13,2,79.23,0.06,,2020-03-06,1-1
0.22,5.61,0.56,96.14,20.97,9.98,0.93,33,1,0.33,12.08,0.03,21.53,1.2,21.8,2,,21.39,22.94,0.05,88.86,0.73,0.11,0.06,0.24,30,1,38.05,2,100.89,0.12,,2020-03-07,1-1
0.39,7.67,0.87,118.88,22.58,15.55,1.45,33,1,0.57,16.36,0.04,29.18,2.12,23.74,2,,33.2,28.22,0.09,110.99,1.27,0.17,0.1,0.38,30,1,59.89,2,124.76,0.22,,2020-03-08,1-1
0.63,10.04,1.26,144.08,24.18,22.79,2.12,33,1,0.93,21.09,0.07,37.85,3.46,26.66,2,,48.49,37,0.15,134.78,2.06,0.25,0.15,0.55,30,1,88.13,2,154.56,0.36,,2020-03-09,1-1
0.97,12.68,1.75,172.3,25.77,31.86,2.95,33,1,1.44,26.35,0.1,47.15,5.3,29.85,2,,67.44,46.45,0.25,160.21,3.13,0.36,0.22,0.77,30,1,123.13,2,196.24,0.58,,2020-03-10,1-1
1.45,15.56,2.32,204.17,27.52,42.85,3.95,33,1,2.11,32.06,0.15,57.01,7.72,33.96,2,,90.1,56.38,0.38,187.27,4.52,0.49,0.3,1.04,30,1,164.93,2,247.63,0.87,,2020-03-11,1-1
2.08,18.64,2.99,240.52,29.26,55.81,5.1,33,1,2.99,38.05,0.2,67.23,10.79,38.87,2,,116.55,66.7,0.57,216.06,6.29,0.64,0.41,1.37,30,1,213.51,2,309.14,1.26,,2020-03-12,1-1
2.88,21.88,3.74,282.21,31.51,70.76,6.41,33,1,4.08,44.29,0.27,77.81,14.56,44.56,2,,146.73,77.36,0.83,248.39,8.44,0.82,0.53,1.73,30,1,268.72,2,381.14,1.78,,2020-03-13,1-1
3.89,25.26,4.58,329.8,33.24,87.67,7.88,33,1,5.42,50.8,0.35,88.76,19.07,50.68,2,,180.57,88.36,1.16,284.72,11.02,1.02,0.66,2.14,30,1,330.41,2,463.98,2.43,,2020-03-14,1-1
5.13,28.76,5.51,383.7,35.66,106.51,9.49,33,1,7.03,57.52,0.44,100.01,24.36,57.21,2,,218,99.69,1.58,323.34,14.03,1.25,0.82,2.59,30,1,398.45,2,557.98,3.23,,2020-03-15,1-1
6.61,32.38,6.52,444.33,37.31,127.23,11.24,33,1,8.88,64.47,0.55,111.52,30.46,64.04,2,,258.95,111.24,2.11,362.97,17.5,1.5,1,3.08,30,1,472.63,2,663.42,4.21,,2020-03-16,1-1
8.37,36.1,7.6,511.97,38.94,149.77,13.11,33,1,10.99,71.67,0.67,123.6,37.35,71.23,2,,303.35,123.39,2.75,401.09,21.44,1.77,1.2,3.61,30,1,552.86,2,780.67,5.39,,2020-03-17,1-1
10.43,39.87,8.76,586.86,40.55,174.07,15.09,33,1,13.38,79.03,0.8,136.33,45.05,78.55,2,,351.09,136.16,3.52,440.84,25.84,2.07,1.41,4.18,30,1,639.37,2,910.41,6.78,,2020-03-18,1-1
12.82,43.6,9.98,669.07,42.16,199.99,17.18,33,1,15.9,86.52,0.95,148.97,53.52,85.83,2,,401.96,148.82,4.44,482.21,30.71,2.4,1.65,4.78,30,1,731.98,2,1052.97,8.41,,2020-03-19,1-1
15.57,47.19,11.25,758.57,45.71,227.3,19.44,33,1,18.39,93.46,1.07,161.03,62.81,93,2,,455.65,160.92,5.52,526.07,36.05,2.76,1.9,5.42,30,1,829.87,2,1207.89,10.29,,2020-03-20,1-1
18.7,50.58,12.57,855.01,49.25,255.72,21.81,33,1,21.04,100.47,1.2,172.19,72.92,99.83,2,,511.51,172.09,6.77,573.57,41.82,3.13,2.18,6.07,30,1,931.94,2,1374.46,12.45,,2020-03-21,1-1
22.21,53.68,13.93,958.05,52.5,284.92,24.27,33,1,23.84,106.66,1.33,182.17,83.84,106.18,2,,569.1,182.09,8.19,624.46,48.02,3.5,2.46,6.74,30,1,1036.84,2,1551.63,14.89,,2020-03-22,1-1
26.11,56.46,15.3,1067.17,55.4,314.54,26.75,33,1,26.75,112.19,1.47,190.84,95.5,111.99,2,,627.76,190.76,9.82,678.43,54.6,3.88,2.75,7.41,30,1,1143.11,2,1738.13,17.63,,2020-03-23,1-1
30.41,58.86,16.68,1181.94,57.92,344.2,29.23,33,1,29.77,117.39,1.61,198.15,107.84,117.23,2,,686.8,198.08,11.64,735.15,61.55,4.26,3.05,8.07,30,1,1249.34,2,1932.71,20.68,,2020-03-24,1-1
35.09,60.89,18.05,1301.55,60.05,373.54,31.68,33,1,32.85,122.1,1.74,204.03,120.69,121.91,2,,745.66,203.98,13.69,794.22,68.8,4.65,3.36,8.72,30,1,1354.19,2,2133.87,24.04,,2020-03-25,1-1
40.18,62.5,19.39,1425.49,61.75,402.21,34.05,33,1,35.99,126,1.88,207.89,133.96,125.81,2,,803.75,207.84,15.94,855.15,76.3,5.03,3.67,9.34,30,1,1456.07,2,2339.98,27.71,,2020-03-26,1-1
45.67,63.59,20.69,1552.79,62.91,429.82,36.3,33,1,39.14,128.78,2.02,210.47,147.5,128.61,2,,860.2,210.41,18.42,917.53,83.99,5.42,3.97,9.93,30,1,1552.75,2,2548.56,31.7,,2020-03-27,1-1
51.56,64.05,21.91,1682.24,63.45,455.87,38.36,33,1,42.28,130.23,2.15,210.98,161.12,130.07,2,,913.96,210.93,21.13,980.76,91.8,5.8,4.28,10.48,30,1,1641.54,2,2756.45,36.01,,2020-03-28,1-1
57.84,63.87,23.02,1812.46,63.33,479.88,40.17,33,1,45.38,130.33,2.27,208.76,174.62,130.2,2,,963.92,208.72,24.06,1044.19,99.62,6.16,4.58,10.98,30,1,1720.08,2,2960.69,40.63,,2020-03-29,1-1
64.49,63.05,24.01,1942.19,62.57,501.39,41.68,33,1,48.38,129.22,2.39,204.25,187.76,129.1,2,,1009.15,204.21,26.73,1107.18,107.35,6.51,4.88,11.42,30,1,1786.76,2,3158.88,45.57,,2020-03-30,1-1
71.48,61.65,24.85,2070.3,61.21,520.01,42.87,33,1,51.26,127.1,2.5,198.13,200.3,127,2,,1048.97,198.09,29.43,1169.1,114.89,6.84,5.16,11.8,30,1,1841.02,2,3349.6,50.8,,2020-03-31,1-1
78.8,59.75,25.54,2195.95,61.73,535.45,43.74,33,1,53.97,124.23,2.6,191.12,212.03,124.25,2,,1082.95,191.08,32.22,1230.31,122.13,7.13,5.43,12.09,30,1,1883.2,2,3532.3,56.32,,2020-04-01,1-1
86.4,57.45,26.08,2318.62,63.14,547.55,44.3,33,1,56.48,120.82,2.69,183.78,222.77,121.03,2,,1110.96,183.74,35.11,1292.75,128.98,7.47,5.67,12.3,30,1,1914.32,2,3707.14,62.1,,2020-04-02,1-1
94.25,54.87,26.47,2437.9,64.54,556.24,44.59,33,1,58.77,117.05,2.76,176.49,232.39,117.47,2,,1133.05,176.45,38.08,1356.59,135.34,7.91,5.9,12.44,30,1,1935.63,2,3874.59,68.12,,2020-04-03,1-1
102.31,52.08,26.71,2553.5,65.93,561.56,44.63,33,1,60.8,113.07,2.83,169.43,240.8,113.71,2,,1149.44,169.39,41.11,1421.82,141.17,8.32,6.1,12.49,30,1,1948.44,2,4035.25,74.35,,2020-04-04,1-1
110.53,49.18,26.83,2665.27,66.58,563.64,44.47,33,1,62.58,108.98,2.88,162.63,247.98,109.83,2,,1160.46,162.59,44.19,1488.44,146.41,8.72,6.28,12.47,30,1,1953.87,2,4189.64,80.77,,2020-04-05,1-1
